,0,1,2,3,4,5,6,7,8,9,10,11
34,1654326120000,29691.64000000,29691.94000000,29691.63000000,29691.94000000,4.92694000,1654326179999,146289.16529990,270,1.86757000,55451.22427410,0
35,1654326180000,29691.93000000,29691.94000000,29674.45000000,29674.45000000,6.34056000,1654326239999,188236.84043350,434,1.17163000,34786.61214200,0
36,1654326240000,29674.45000000,29674.56000000,29674.45000000,29674.55000000,9.38584000,1654326299999,278520.44291260,374,3.63099000,107747.87922640,0
37,1654326300000,29674.55000000,29678.41000000,29674.55000000,29678.37000000,4.85732000,1654326359999,144140.33337310,354,3.31167000,98273.76393250,0
38,1654326360000,29678.37000000,29678.47000000,29678.37000000,29678.46000000,5.78286000,1654326419999,171626.39228330,322,1.84238000,54679.01509940,0
39,1654326420000,29678.47000000,29678.47000000,29660.54000000,29660.54000000,34.56266000,1654326479999,1025516.61250790,513,5.87875000,174399.44074470,0
40,1654326480000,29660.55000000,29660.55000000,29658.05000000,29658.05000000,3.51061000,1654326539999,104125.98431860,291,0.83748000,24840.00660210,0
41,1654326540000,29658.05000000,29662.87000000,29658.05000000,29661.06000000,15.20866000,1654326599999,451110.15304010,380,7.01134000,207959.91605220,0
42,1654326600000,29661.06000000,29661.07000000,29661.06000000,29661.06000000,4.75436000,1654326659999,141019.37070870,258,1.34871000,40004.18171970,0
43,1654326660000,29661.06000000,29661.07000000,29656.36000000,29656.36000000,4.60686000,1654326719999,136631.83254440,280,0.94403000,27999.45652520,0
44,1654326720000,29656.37000000,29659.24000000,29646.27000000,29659.24000000,13.65301000,1654326779999,404810.08848400,538,7.04153000,208776.50171270,0
45,1654326780000,29659.23000000,29659.24000000,29653.09000000,29653.10000000,9.05245000,1654326839999,268464.04972520,305,2.60561000,77269.12998440,0
46,1654326840000,29653.09000000,29653.10000000,29653.09000000,29653.09000000,3.52870000,1654326899999,104636.88230140,223,2.36184000,70035.87770400,0
47,1654326900000,29653.10000000,29663.47000000,29653.09000000,29656.70000000,11.14567000,1654326959999,330575.64396130,364,5.16122000,153068.72262520,0
48,1654326960000,29656.71000000,29660.51000000,29656.70000000,29660.50000000,2.74500000,1654327019999,81414.84378250,235,1.13591000,33688.64715950,0
49,1654327020000,29660.51000000,29666.79000000,29660.50000000,29666.78000000,3.13534000,1654327079999,93007.74372550,272,2.39322000,70993.80551300,0
50,1654327080000,29666.79000000,29669.40000000,29659.68000000,29665.34000000,21.56830000,1654327139999,639798.75154410,370,16.39059000,486191.58400070,0
51,1654327140000,29665.33000000,29667.19000000,29665.33000000,29667.18000000,4.08636000,1654327199999,121228.06404380,299,3.57221000,105974.87869220,0
52,1654327200000,29667.18000000,29667.19000000,29665.69000000,29665.69000000,7.32345000,1654327259999,217260.03750650,252,0.23804000,7061.68127840,0
53,1654327260000,29665.69000000,29673.64000000,29665.57000000,29672.56000000,9.58322000,1654327319999,284321.87408700,366,6.87786000,204048.86426290,0
54,1654327320000,29672.56000000,29672.56000000,29672.55000000,29672.55000000,3.07840000,1654327379999,91344.00127270,207,2.33527000,69293.43919120,0
55,1654327380000,29672.56000000,29672.56000000,29672.55000000,29672.55000000,2.03590000,1654327439999,60410.34734270,226,0.27977000,8301.49211120,0
56,1654327440000,29672.56000000,29673.41000000,29672.55000000,29673.41000000,6.54389000,1654327499999,194177.27155380,327,4.72483000,140199.75951230,0
57,1654327500000,29673.40000000,29679.59000000,29671.92000000,29671.93000000,11.44459000,1654327559999,339631.24800140,334,2.46426000,73127.89189220,0
58,1654327560000,29671.93000000,29671.93000000,29671.92000000,29671.93000000,0.94879000,1654327619999,28152.42526510,215,0.42883000,12724.21374190,0
59,1654327620000,29671.92000000,29671.93000000,29671.92000000,29671.92000000,0.97505000,1654327679999,28931.60867350,166,0.30775000,9131.53645750,0
60,1654327680000,29671.92000000,29671.93000000,29662.20000000,29666.06000000,18.88386000,1654327739999,560205.97344570,416,8.87904000,263377.99141990,0
61,1654327740000,29666.06000000,29668.85000000,29666.04000000,29668.84000000,10.11016000,1654327799999,299936.47286950,288,5.93046000,175935.87469950,0
62,1654327800000,29668.84000000,29678.16000000,29668.84000000,29678.16000000,8.92796000,1654327859999,264915.11901960,397,5.02789000,149186.87299190,0
63,1654327860000,29678.15000000,29697.44000000,29678.15000000,29697.44000000,19.95734000,1654327919999,592467.85832790,483,12.19536000,362034.04501670,0
64,1654327920000,29697.43000000,29697.44000000,29693.63000000,29697.42000000,11.03839000,1654327979999,327800.15077110,339,3.34844000,99431.55850130,0
65,1654327980000,29697.42000000,29698.90000000,29697.42000000,29698.89000000,12.71952000,1654328039999,377739.40558400,265,11.91096000,353726.89522650,0
66,1654328040000,29698.90000000,29701.50000000,29698.89000000,29699.89000000,11.36238000,1654328099999,337470.79655080,340,7.14806000,212300.70150770,0
67,1654328100000,29699.90000000,29699.90000000,29699.57000000,29699.57000000,3.22849000,1654328159999,95885.08674260,232,0.99828000,29648.55516190,0
68,1654328160000,29699.57000000,29699.58000000,29685.67000000,29685.67000000,4.62212000,1654328219999,137247.04166630,291,0.54877000,16291.15598270,0
69,1654328220000,29685.67000000,29690.79000000,29685.67000000,29690.79000000,12.73508000,1654328279999,378083.32620440,326,11.72544000,348107.50255040,0
70,1654328280000,29690.79000000,29700.45000000,29690.78000000,29700.45000000,9.37974000,1654328339999,278553.13234930,273,7.43452000,220780.01341800,0
71,1654328340000,29700.44000000,29703.24000000,29700.44000000,29703.23000000,6.72236000,1654328399999,199659.07149950,263,4.87099000,144671.83622560,0
72,1654328400000,29703.23000000,29703.24000000,29699.24000000,29699.24000000,7.37810000,1654328459999,219138.45200240,256,1.00230000,29769.14334980,0
73,1654328460000,29699.24000000,29699.25000000,29695.19000000,29695.20000000,3.95349000,1654328519999,117410.48074590,269,0.74556000,22141.95792700,0
74,1654328520000,29695.20000000,29695.20000000,29686.99000000,29687.00000000,5.16446000,1654328579999,153339.91449700,293,1.44785000,42990.32756670,0
75,1654328580000,29686.99000000,29691.50000000,29686.99000000,29687.82000000,9.45523000,1654328639999,280713.40532150,294,3.17710000,94323.58588510,0
76,1654328640000,29687.83000000,29687.84000000,29684.18000000,29684.18000000,7.22233000,1654328699999,214407.03950950,303,4.18189000,124146.48548420,0
77,1654328700000,29684.19000000,29691.46000000,29684.18000000,29691.45000000,5.39356000,1654328759999,160119.42250680,287,4.94086000,146678.74635590,0
78,1654328760000,29691.45000000,29692.47000000,29691.45000000,29692.47000000,2.60477000,1654328819999,77341.34705670,222,1.91901000,56979.61131700,0
79,1654328820000,29692.47000000,29692.47000000,29692.46000000,29692.47000000,2.87999000,1654328879999,85513.99210600,213,0.42306000,12561.69635820,0
80,1654328880000,29692.46000000,29696.32000000,29692.46000000,29696.31000000,8.58818000,1654328939999,255011.00242180,263,7.76328000,230516.76181530,0
81,1654328940000,29696.31000000,29696.32000000,29696.31000000,29696.32000000,1.76902000,1654328999999,52533.36997620,214,0.36600000,10868.85312000,0
82,1654329000000,29696.32000000,29696.32000000,29690.44000000,29690.45000000,3.44497000,1654329059999,102290.38837870,237,0.85541000,25397.58878640,0
83,1654329060000,29690.45000000,29690.45000000,29689.85000000,29689.85000000,2.27946000,1654329119999,67678.14745050,195,1.28758000,38228.81729770,0
84,1654329120000,29689.85000000,29689.86000000,29688.45000000,29688.46000000,3.52245000,1654329179999,104579.13704670,217,0.67534000,20050.21608360,0
85,1654329180000,29688.46000000,29692.45000000,29688.45000000,29690.55000000,6.52866000,1654329239999,193834.06150930,386,4.21105000,125022.15559540,0
86,1654329240000,29690.56000000,29693.15000000,29689.31000000,29693.14000000,8.32361000,1654329299999,247133.89300820,330,6.80269000,201975.24031070,0
87,1654329300000,29693.15000000,29696.36000000,29693.14000000,29696.35000000,8.27654000,1654329359999,245773.01850590,280,7.36899000,218822.60239840,0
88,1654329360000,29696.36000000,29697.96000000,29696.35000000,29697.96000000,5.50570000,1654329419999,163502.37342340,268,4.60889000,136869.40488390,0
89,1654329420000,29697.95000000,29697.99000000,29693.15000000,29693.15000000,14.12179000,1654329479999,419368.45133400,364,2.70607000,80356.33301530,0
90,1654329480000,29693.15000000,29694.89000000,29690.26000000,29694.89000000,6.60935000,1654329539999,196247.09871680,358,5.04213000,149712.55314310,0
91,1654329540000,29694.89000000,29705.81000000,29694.88000000,29700.96000000,17.24748000,1654329599999,512291.53160660,562,11.24552000,334004.66643010,0
92,1654329600000,29700.96000000,29704.79000000,29690.34000000,29690.75000000,17.98209000,1654329659999,534100.38726840,552,10.83643000,321867.13795920,0
93,1654329660000,29690.74000000,29715.49000000,29690.74000000,29715.48000000,20.94975000,1654329719999,622300.01098790,597,14.60570000,433859.26540780,0
94,1654329720000,29715.48000000,29717.54000000,29711.90000000,29711.91000000,29.87968000,1654329779999,887917.24937820,476,8.90317000,264568.84916880,0
95,1654329780000,29711.90000000,29712.71000000,29711.70000000,29712.70000000,8.38823000,1654329839999,249230.95772430,343,7.15780000,212672.58551630,0
96,1654329840000,29712.71000000,29713.84000000,29712.70000000,29713.84000000,3.73651000,1654329899999,111023.89358580,318,3.01259000,89513.76297200,0
97,1654329900000,29713.83000000,29713.84000000,29713.83000000,29713.83000000,2.78200000,1654329959999,82663.88964400,288,1.45840000,43334.66425600,0
98,1654329960000,29713.83000000,29715.28000000,29712.04000000,29715.27000000,13.06044000,1654330019999,388072.15286190,369,6.79477000,201894.43868480,0
99,1654330020000,29715.28000000,29715.28000000,29692.73000000,29697.99000000,13.80611000,1654330079999,410090.41286120,462,5.39370000,160198.44169850,0
100,1654330080000,29698.00000000,29698.00000000,29694.45000000,29694.46000000,5.61569000,1654330139999,166772.15209090,238,1.43794000,42703.76381020,0
101,1654330140000,29694.46000000,29694.46000000,29693.59000000,29693.60000000,2.07516000,1654330199999,61619.14878810,236,0.46319000,13753.81349040,0
102,1654330200000,29693.59000000,29693.60000000,29681.19000000,29681.19000000,9.21114000,1654330259999,273465.25833820,371,1.90527000,56559.60854390,0
103,1654330260000,29681.19000000,29687.71000000,29681.16000000,29683.67000000,10.16156000,1654330319999,301626.16505530,280,7.36663000,218656.86422810,0
104,1654330320000,29683.66000000,29684.32000000,29683.66000000,29684.32000000,3.84044000,1654330379999,113999.81578940,257,1.78851000,53089.93570660,0
105,1654330380000,29684.31000000,29700.00000000,29684.31000000,29692.98000000,15.48232000,1654330439999,459680.00141050,486,9.85026000,292438.26407230,0
106,1654330440000,29692.98000000,29696.55000000,29692.93000000,29696.54000000,3.46380000,1654330499999,102853.61928240,213,2.71501000,80617.75776750,0
107,1654330500000,29696.54000000,29718.17000000,29696.54000000,29718.17000000,10.39111000,1654330559999,308688.64580050,527,8.78332000,260924.59540350,0
108,1654330560000,29718.16000000,29722.65000000,29718.16000000,29722.64000000,15.23746000,1654330619999,452858.90969920,375,14.10925000,419328.81421960,0
109,1654330620000,29722.64000000,29722.65000000,29716.66000000,29716.67000000,12.24560000,1654330679999,363947.38648380,373,1.76272000,52385.34723830,0
110,1654330680000,29716.67000000,29738.14000000,29716.66000000,29738.14000000,15.04938000,1654330739999,447375.26827350,548,13.42761000,399160.61124620,0
111,1654330740000,29738.14000000,29774.91000000,29738.13000000,29762.26000000,48.37877000,1654330799999,1439756.80397330,970,36.72683000,1092870.20803630,0
112,1654330800000,29762.25000000,29762.26000000,29744.44000000,29748.65000000,19.53759000,1654330859999,581338.05683620,499,7.69893000,229055.85817430,0
113,1654330860000,29748.65000000,29748.65000000,29735.98000000,29737.46000000,19.54703000,1654330919999,581332.74211160,528,12.40233000,368840.11467270,0
114,1654330920000,29737.46000000,29742.04000000,29737.45000000,29738.26000000,10.80018000,1654330979999,321200.34949680,339,6.67889000,198632.08436800,0
115,1654330980000,29738.26000000,29745.79000000,29738.25000000,29745.79000000,11.44307000,1654331039999,340315.07382450,340,9.12541000,271390.08566950,0
116,1654331040000,29745.78000000,29756.29000000,29745.78000000,29749.15000000,12.92234000,1654331099999,384479.14847600,400,7.18590000,213793.54717910,0
117,1654331100000,29749.16000000,29753.63000000,29749.15000000,29753.62000000,13.05936000,1654331159999,388530.45904760,341,10.77044000,320430.46362690,0
118,1654331160000,29753.63000000,29753.63000000,29740.23000000,29747.15000000,11.57757000,1654331219999,344397.37363540,517,2.76004000,82088.91942530,0
119,1654331220000,29747.16000000,29747.16000000,29745.87000000,29745.87000000,3.95259000,1654331279999,117578.17307020,220,0.73905000,21984.58715870,0
120,1654331280000,29745.88000000,29745.88000000,29719.12000000,29722.26000000,30.28033000,1654331339999,900182.35191550,834,9.05700000,269196.36334750,0
121,1654331340000,29722.26000000,29730.43000000,29722.26000000,29730.43000000,3.09018000,1654331399999,91864.74920730,269,2.10791000,62663.99171030,0
122,1654331400000,29730.42000000,29747.09000000,29730.42000000,29747.09000000,6.68434000,1654331459999,198775.36393670,376,6.02324000,179114.58653320,0
123,1654331460000,29747.08000000,29749.33000000,29739.68000000,29749.32000000,19.58894000,1654331519999,582687.20188040,466,3.90177000,116052.74033240,0
124,1654331520000,29749.32000000,29762.90000000,29749.32000000,29762.89000000,16.74191000,1654331579999,498147.89004610,426,14.95280000,444910.75122070,0
125,1654331580000,29762.90000000,29800.00000000,29758.77000000,29786.03000000,33.98597000,1654331639999,1012235.84770270,1005,22.00090000,655229.40359780,0
126,1654331640000,29786.03000000,29789.88000000,29780.50000000,29781.39000000,16.83608000,1654331699999,501461.12570630,539,10.76058000,320496.04213330,0
127,1654331700000,29781.40000000,29787.67000000,29780.56000000,29787.37000000,10.10395000,1654331759999,300924.75545060,378,5.08100000,151323.67751160,0
128,1654331760000,29787.36000000,29787.37000000,29770.70000000,29772.17000000,12.96714000,1654331819999,386111.77427240,424,4.92314000,146570.94297480,0
129,1654331820000,29772.17000000,29772.18000000,29760.16000000,29760.17000000,13.05589000,1654331879999,388625.74988380,384,2.08633000,62105.89183260,0
130,1654331880000,29760.16000000,29770.47000000,29759.76000000,29766.20000000,17.50015000,1654331939999,520937.72281290,378,3.88346000,115589.04581000,0
131,1654331940000,29766.21000000,29771.99000000,29766.20000000,29768.38000000,7.20360000,1654331999999,214448.12668690,351,4.97918000,148223.66394950,0
132,1654332000000,29768.38000000,29772.00000000,29762.80000000,29771.99000000,20.34211000,1654332059999,605515.55290630,393,10.17781000,302954.63358620,0
133,1654332060000,29771.99000000,29795.56000000,29771.99000000,29795.55000000,20.02829000,1654332119999,596406.87318420,491,17.71838000,527607.42227380,0
134,1654332120000,29795.55000000,29800.00000000,29783.95000000,29793.73000000,51.80114000,1654332179999,1543311.53473830,605,26.51563000,789892.56519100,0
135,1654332180000,29793.73000000,29793.73000000,29771.99000000,29783.21000000,26.09096000,1654332239999,776986.64517710,559,14.11197000,420206.14984280,0
136,1654332240000,29783.22000000,29783.23000000,29775.65000000,29776.47000000,5.46665000,1654332299999,162789.90301250,286,1.50579000,44837.60195920,0
137,1654332300000,29776.47000000,29777.30000000,29776.47000000,29777.30000000,10.28083000,1654332359999,306133.32125140,283,6.79264000,202264.48978130,0
138,1654332360000,29777.29000000,29777.30000000,29766.20000000,29766.21000000,5.94289000,1654332419999,176927.92683340,359,1.31618000,39183.25779900,0
139,1654332420000,29766.20000000,29774.35000000,29766.20000000,29768.49000000,10.03106000,1654332479999,298620.19580310,437,6.86013000,204214.07130710,0
140,1654332480000,29768.50000000,29768.50000000,29762.34000000,29762.35000000,7.20989000,1654332539999,214598.15697600,356,3.75006000,111616.91774720,0
141,1654332540000,29762.34000000,29762.35000000,29750.00000000,29750.00000000,14.90539000,1654332599999,443523.80435420,419,2.12442000,63212.65079080,0
142,1654332600000,29750.01000000,29750.01000000,29744.31000000,29744.32000000,7.67443000,1654332659999,228295.90465300,413,1.07875000,32090.08234330,0
143,1654332660000,29744.31000000,29752.86000000,29742.25000000,29742.25000000,13.11419000,1654332719999,390110.48103800,417,10.40357000,309468.51457240,0
144,1654332720000,29742.26000000,29742.26000000,29742.25000000,29742.25000000,6.36266000,1654332779999,189239.83319250,359,0.88075000,26195.49549500,0
145,1654332780000,29742.25000000,29747.06000000,29741.16000000,29741.17000000,12.64781000,1654332839999,376203.25573510,376,5.64408000,167873.86461870,0
146,1654332840000,29741.16000000,29750.94000000,29740.87000000,29750.94000000,6.18780000,1654332899999,184064.20680070,392,5.46566000,162583.62736130,0
147,1654332900000,29750.93000000,29750.94000000,29746.10000000,29746.11000000,13.35136000,1654332959999,397200.11704950,338,2.31736000,68936.19362630,0
148,1654332960000,29746.10000000,29752.43000000,29746.10000000,29750.88000000,9.12238000,1654333019999,271385.37039530,454,7.04684000,209637.60375810,0
149,1654333020000,29750.89000000,29751.96000000,29750.00000000,29750.00000000,15.88230000,1654333079999,472514.02335340,368,7.85271000,233624.05759050,0
150,1654333080000,29750.00000000,29750.01000000,29745.72000000,29747.69000000,13.29807000,1654333139999,395581.93591390,341,6.17725000,183747.46848490,0
151,1654333140000,29747.70000000,29750.04000000,29747.69000000,29750.03000000,3.36096000,1654333199999,99988.40941930,270,1.57649000,46900.47759220,0
152,1654333200000,29750.03000000,29758.73000000,29747.91000000,29747.92000000,17.45960000,1654333259999,519481.86534990,593,11.73004000,349000.38136430,0
153,1654333260000,29747.92000000,29747.92000000,29747.91000000,29747.92000000,3.45210000,1654333319999,102692.78311270,326,2.30017000,68425.27314640,0
154,1654333320000,29747.92000000,29754.66000000,29747.91000000,29754.65000000,9.42035000,1654333379999,280266.32910390,367,3.56371000,106026.68950900,0
155,1654333380000,29754.66000000,29757.43000000,29754.65000000,29757.43000000,4.43310000,1654333439999,131908.70527230,360,3.58657000,106719.80002800,0
156,1654333440000,29757.43000000,29757.44000000,29748.71000000,29749.85000000,57.88354000,1654333499999,1722120.56247670,661,19.99200000,594772.71285380,0
157,1654333500000,29749.84000000,29749.85000000,29749.84000000,29749.84000000,4.04665000,1654333559999,120387.20967250,266,1.96365000,58418.29295250,0
158,1654333560000,29749.85000000,29751.31000000,29749.84000000,29751.30000000,3.07816000,1654333619999,91577.31563690,255,1.89658000,56424.12186810,0
159,1654333620000,29751.31000000,29751.31000000,29738.92000000,29746.34000000,32.44909000,1654333679999,965250.66680970,489,5.60037000,166560.31148360,0
160,1654333680000,29746.34000000,29746.35000000,29732.41000000,29736.85000000,12.91326000,1654333739999,384043.76659800,460,6.77311000,201423.46913260,0
161,1654333740000,29736.86000000,29750.00000000,29736.85000000,29749.99000000,12.87540000,1654333799999,382945.44242950,304,10.48719000,311902.05471400,0
162,1654333800000,29749.99000000,29750.00000000,29749.99000000,29749.99000000,4.16636000,1654333859999,123949.18569000,282,1.73536000,51626.96000000,0
163,1654333860000,29749.99000000,29755.94000000,29749.99000000,29755.93000000,8.48520000,1654333919999,252470.59320110,327,6.71825000,199893.98150860,0
164,1654333920000,29755.93000000,29756.84000000,29755.93000000,29756.84000000,5.90748000,1654333979999,175784.97236530,270,4.41922000,131499.65339290,0
165,1654333980000,29756.84000000,29765.74000000,29748.51000000,29765.73000000,20.79857000,1654334039999,618900.78848350,480,9.75140000,290191.73733190,0
166,1654334040000,29765.74000000,29765.85000000,29765.73000000,29765.85000000,5.02944000,1654334099999,149705.20830300,285,3.23762000,96370.29351890,0
167,1654334100000,29765.84000000,29771.32000000,29738.90000000,29738.91000000,31.78583000,1654334159999,945938.71400370,559,7.00545000,208522.12879080,0
168,1654334160000,29738.91000000,29744.16000000,29735.45000000,29735.46000000,46.79109000,1654334219999,1391541.18690360,427,7.25600000,215795.25799520,0
169,1654334220000,29735.45000000,29740.99000000,29735.45000000,29740.23000000,9.22870000,1654334279999,274448.27961450,315,6.59576000,196142.24807230,0
170,1654334280000,29740.23000000,29740.23000000,29734.93000000,29738.26000000,18.01538000,1654334339999,535717.54716600,471,12.21625000,363267.63375180,0
171,1654334340000,29738.25000000,29741.19000000,29738.25000000,29741.18000000,10.37138000,1654334399999,308439.33499130,357,7.43759000,221191.00363320,0
172,1654334400000,29741.18000000,29741.19000000,29736.76000000,29736.77000000,8.45228000,1654334459999,251366.15652030,360,0.99994000,29736.67651210,0
173,1654334460000,29736.77000000,29736.77000000,29731.37000000,29732.72000000,19.78662000,1654334519999,588312.00842400,522,11.56067000,343722.12508080,0
174,1654334520000,29732.71000000,29745.00000000,29732.45000000,29745.00000000,36.54213000,1654334579999,1086552.55237030,558,32.70254000,972390.42894450,0
175,1654334580000,29744.99000000,29745.13000000,29741.15000000,29744.01000000,11.39458000,1654334639999,338911.18304110,577,4.91248000,146107.00745340,0
176,1654334640000,29744.02000000,29744.02000000,29738.85000000,29738.86000000,5.95587000,1654334699999,177133.68710320,354,2.33234000,69365.82730950,0
177,1654334700000,29738.85000000,29738.86000000,29738.22000000,29738.22000000,3.83356000,1654334759999,114005.01825390,296,0.56272000,16734.59979140,0
178,1654334760000,29738.22000000,29738.24000000,29738.22000000,29738.24000000,2.88133000,1654334819999,85685.65397940,219,1.29290000,38448.56261900,0
179,1654334820000,29738.23000000,29738.24000000,29738.23000000,29738.23000000,4.79775000,1654334879999,142676.62637270,276,3.33902000,99296.57812480,0
180,1654334880000,29738.23000000,29738.24000000,29736.28000000,29736.29000000,15.97990000,1654334939999,475189.97363910,474,1.53705000,45706.44302100,0
181,1654334940000,29736.28000000,29738.26000000,29736.28000000,29738.26000000,12.06248000,1654334999999,358695.36418040,422,3.62458000,107782.30289820,0
182,1654335000000,29738.26000000,29738.26000000,29736.28000000,29736.28000000,8.15326000,1654335059999,242452.93075530,414,1.21136000,36022.19298270,0
183,1654335060000,29736.29000000,29736.29000000,29707.70000000,29710.69000000,87.14673000,1654335119999,2590432.59362130,941,13.68320000,406577.10225990,0
184,1654335120000,29710.69000000,29714.57000000,29709.70000000,29711.41000000,42.85700000,1654335179999,1273311.92425900,742,31.66542000,940781.14672350,0
185,1654335180000,29711.40000000,29711.41000000,29711.26000000,29711.26000000,19.77093000,1654335239999,587420.29902500,418,3.06717000,91129.63606570,0
186,1654335240000,29711.27000000,29711.27000000,29690.68000000,29692.74000000,55.82695000,1654335299999,1657817.22193190,1111,22.70915000,674268.15996920,0
187,1654335300000,29692.73000000,29692.74000000,29687.63000000,29687.63000000,11.37484000,1654335359999,337725.70165940,575,1.51372000,44942.81151720,0
188,1654335360000,29687.64000000,29694.14000000,29686.91000000,29686.92000000,15.97272000,1654335419999,474244.08020380,418,7.30135000,216773.15543460,0
189,1654335420000,29686.92000000,29686.92000000,29685.87000000,29685.88000000,5.47798000,1654335479999,162621.28054710,292,1.06247000,31541.10894920,0
190,1654335480000,29685.87000000,29693.83000000,29685.87000000,29693.83000000,9.73293000,1654335539999,288995.35719440,346,7.94738000,235975.86186250,0
191,1654335540000,29693.83000000,29693.83000000,29684.27000000,29684.27000000,11.24921000,1654335599999,333950.35517290,367,1.49430000,44358.06669240,0
192,1654335600000,29684.28000000,29692.54000000,29673.64000000,29690.64000000,29.61446000,1654335659999,878985.30265520,606,15.83064000,469860.58231630,0
